available,source,error,ts,gpu_name,gpu_index,util_pct,memory_used_mb,memory_total_mb,memory_used_pct,temperature_c,power_w,power_limit_w,power_pct,torch_allocated_mb,torch_reserved_mb,cuda_total_mb,energy_window_wh
TRUE,nvml,,1778940623,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,134,4096,3.27,55,18.14,0,0,0,0,4095.5,0
TRUE,nvml,,1778940750,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,134,4096,3.27,56,18.82,0,0,0,0,4095.5,0.652878
TRUE,nvml,,1778940752,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,134,4096,3.27,57,19.01,0,0,0,0,4095.5,0.66218
TRUE,nvml,,1778940803,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,134,4096,3.27,56,18.93,0,0,0,0,4095.5,0.928952
TRUE,nvml,,1778940811,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,134,4096,3.27,57,19.25,0,0,0,0,4095.5,0.974865
TRUE,nvml,,1778940813,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,134,4096,3.27,58,19.38,0,0,0,0,4095.5,0.985406
TRUE,nvml,,1778940816,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,134,4096,3.27,58,19.45,0,0,0,0,4095.5,1.001383
TRUE,nvml,,1778940820,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,134,4096,3.27,58,19.58,0,0,0,0,4095.5,1.023881
TRUE,nvml,,1778940821,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,134,4096,3.27,58,19.71,0,0,0,0,4095.5,1.030267
TRUE,nvml,,1778940823,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,134,4096,3.27,59,19.79,0,0,0,0,4095.5,1.037045
TRUE,nvml,,1778940824,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,134,4096,3.27,59,19.61,0,0,0,0,4095.5,1.043517
TRUE,nvml,,1778940825,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,134,4096,3.27,59,19.7,0,0,0,0,4095.5,1.050014
TRUE,nvml,,1778940826,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,134,4096,3.27,59,19.78,0,0,0,0,4095.5,1.056798
TRUE,nvml,,1778940827,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,142,4096,3.47,59,19.82,0,0,0,0,4095.5,1.063304
TRUE,nvml,,1778940829,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,21,2858.53,4096,69.79,60,21.31,0,0,825.21,2652,4095.5,1.07027
TRUE,nvml,,1778940829,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,21,2858.53,4096,69.79,61,22.18,0,0,2000.63,2652,4095.5,1.074386
TRUE,nvml,,1778940830,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,2858.53,4096,69.79,61,23.08,0,0,2650.86,2652,4095.5,1.078501
TRUE,nvml,,1778940831,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0,2870.53,4096,70.08,61,21.64,0,0,2650.9,2652,4095.5,1.083029
TRUE,nvml,,1778940831,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,22,2922.53,4096,71.35,61,20.12,0,0,2671.69,2686,4095.5,1.086755
