available,source,error,ts,gpu_name,gpu_index,util_pct,memory_used_mb,memory_total_mb,memory_used_pct,temperature_c,power_w,power_limit_w,power_pct,torch_allocated_mb,torch_reserved_mb,cuda_total_mb,energy_window_wh
True,nvml,,1778940622.9437943,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,134.0,4096.0,3.27,55.0,18.14,0.0,0.0,0.0,0.0,4095.5,0.0
True,nvml,,1778940750.1278498,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,134.0,4096.0,3.27,56.0,18.82,0.0,0.0,0.0,0.0,4095.5,0.652878
True,nvml,,1778940751.8983033,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,134.0,4096.0,3.27,57.0,19.01,0.0,0.0,0.0,0.0,4095.5,0.66218
True,nvml,,1778940802.52452,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,134.0,4096.0,3.27,56.0,18.93,0.0,0.0,0.0,0.0,4095.5,0.928952
True,nvml,,1778940811.1827302,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,134.0,4096.0,3.27,57.0,19.25,0.0,0.0,0.0,0.0,4095.5,0.974865
True,nvml,,1778940813.1473358,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,134.0,4096.0,3.27,58.0,19.38,0.0,0.0,0.0,0.0,4095.5,0.985406
True,nvml,,1778940816.1099424,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,134.0,4096.0,3.27,58.0,19.45,0.0,0.0,0.0,0.0,4095.5,1.001383
True,nvml,,1778940820.2601175,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,134.0,4096.0,3.27,58.0,19.58,0.0,0.0,0.0,0.0,4095.5,1.023881
True,nvml,,1778940821.430401,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,134.0,4096.0,3.27,58.0,19.71,0.0,0.0,0.0,0.0,4095.5,1.030267
True,nvml,,1778940822.6659539,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,134.0,4096.0,3.27,59.0,19.79,0.0,0.0,0.0,0.0,4095.5,1.037045
True,nvml,,1778940823.8485978,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,134.0,4096.0,3.27,59.0,19.61,0.0,0.0,0.0,0.0,4095.5,1.043517
True,nvml,,1778940825.0385842,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,134.0,4096.0,3.27,59.0,19.7,0.0,0.0,0.0,0.0,4095.5,1.050014
True,nvml,,1778940826.2757711,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,134.0,4096.0,3.27,59.0,19.78,0.0,0.0,0.0,0.0,4095.5,1.056798
True,nvml,,1778940827.4587097,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,142.0,4096.0,3.47,59.0,19.82,0.0,0.0,0.0,0.0,4095.5,1.063304
True,nvml,,1778940828.6782463,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,21.0,2858.53,4096.0,69.79,60.0,21.31,0.0,0.0,825.21,2652.0,4095.5,1.07027
True,nvml,,1778940829.3596058,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,21.0,2858.53,4096.0,69.79,61.0,22.18,0.0,0.0,2000.63,2652.0,4095.5,1.074386
True,nvml,,1778940830.014198,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,2858.53,4096.0,69.79,61.0,23.08,0.0,0.0,2650.86,2652.0,4095.5,1.078501
True,nvml,,1778940830.7433057,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,2870.53,4096.0,70.08,61.0,21.64,0.0,0.0,2650.9,2652.0,4095.5,1.083029
True,nvml,,1778940831.38572,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,22.0,2922.53,4096.0,71.35,61.0,20.12,0.0,0.0,2671.69,2686.0,4095.5,1.086755
True,nvml,,1778940832.0665042,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,2920.53,4096.0,71.3,61.0,20.19,0.0,0.0,2671.69,2686.0,4095.5,1.090567
True,nvml,,1778940832.7409298,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,23.0,2970.53,4096.0,72.52,61.0,19.96,0.0,0.0,2709.15,2736.0,4095.5,1.094328
True,nvml,,1778940833.4074564,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,28.0,2908.53,4096.0,71.01,61.0,19.83,0.0,0.0,2672.21,2686.0,4095.5,1.098011
True,nvml,,1778940834.0853148,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,0.0,2908.53,4096.0,71.01,61.0,20.89,0.0,0.0,2672.21,2686.0,4095.5,1.101845
True,nvml,,1778940834.7836816,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,46.0,2974.53,4096.0,72.62,62.0,22.86,0.0,0.0,2709.77,2738.0,4095.5,1.106089
True,nvml,,1778940835.4697094,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,39.0,3160.53,4096.0,77.16,63.0,25.41,0.0,0.0,2659.9,2924.0,4095.5,1.110688
True,nvml,,1778940836.1387236,NVIDIA GeForce RTX 3050 Ti Laptop GPU,0,26.0,2974.53,4096.0,72.62,64.0,28.5,0.0,0.0,2709.79,2724.0,4095.5,1.115697
